payment_id,student_id,group_id,amount,due_date,paid_date,method,status,month_for
P00366,S0157,G027,940000,2026-08-06,2026-08-12,transfer,paid,2026-08
P00367,S0158,G018,1160000,2026-08-06,2026-08-08,card,paid,2026-08
P00368,S0159,G030,1390000,2026-06-06,2026-06-09,card,paid,2026-06
P00369,S0159,G030,1210000,2026-07-06,2026-07-08,card,paid,2026-07
P00370,S0159,G030,1170000,2026-08-06,2026-08-06,cash,paid,2026-08
P00371,S0160,G018,1760000,2026-08-06,2026-08-13,card,paid,2026-08
P00372,S0161,G016,1290000,2026-07-06,2026-07-08,card,paid,2026-07
P00373,S0161,G016,1570000,2026-08-06,2026-08-07,transfer,paid,2026-08
P00374,S0162,G028,1070000,2026-07-06,2026-07-10,cash,paid,2026-07
P00375,S0163,G014,990000,2026-08-06,2026-08-11,cash,paid,2026-08
P00376,S0164,G008,960000,2026-02-06,,card,pending,2026-02
P00377,S0164,G008,1430000,2026-03-06,2026-03-09,transfer,paid,2026-03
P00378,S0164,G008,1160000,2026-04-06,2026-04-14,card,paid,2026-04
P00379,S0165,G005,900000,2026-08-06,2026-08-16,transfer,paid,2026-08
P00380,S0166,G023,960000,2026-04-06,2026-04-06,card,paid,2026-04
P00381,S0166,G023,1260000,2026-05-06,2026-05-08,card,paid,2026-05
P00382,S0167,G013,770000,2026-06-06,2026-06-14,cash,paid,2026-06
P00383,S0167,G013,1140000,2026-07-06,2026-07-07,card,paid,2026-07
P00384,S0167,G013,1180000,2026-08-06,2026-08-07,cash,paid,2026-08
P00385,S0168,G024,1850000,2025-12-06,,card,overdue,2025-12
P00386,S0168,G024,2060000,2026-01-06,2026-01-15,transfer,paid,2026-01
P00387,S0168,G024,2060000,2026-02-06,2026-02-09,card,paid,2026-02
P00388,S0168,G024,1420000,2026-03-06,2026-03-15,card,paid,2026-03
P00389,S0168,G024,1930000,2026-04-06,2026-04-08,card,paid,2026-04
P00390,S0168,G024,1750000,2026-05-06,2026-05-11,cash,paid,2026-05
P00391,S0168,G024,1300000,2026-06-06,2026-06-11,cash,paid,2026-06
P00392,S0168,G024,1530000,2026-07-06,,cash,pending,2026-07
P00393,S0168,G024,1500000,2026-08-06,2026-08-15,card,paid,2026-08
P00394,S0169,G005,1120000,2026-06-06,,transfer,pending,2026-06
P00395,S0169,G005,830000,2026-07-06,2026-07-13,cash,paid,2026-07
P00396,S0169,G005,880000,2026-08-06,2026-08-09,cash,paid,2026-08
P00397,S0170,G030,1570000,2026-07-06,,card,overdue,2026-07
P00398,S0170,G030,1260000,2026-08-06,,cash,pending,2026-08
P00399,S0171,G009,1260000,2026-08-06,,card,overdue,2026-08
P00400,S0172,G024,1820000,2026-05-06,2026-05-12,cash,paid,2026-05
P00401,S0172,G024,1770000,2026-06-06,2026-06-13,cash,paid,2026-06
P00402,S0172,G024,1590000,2026-07-06,2026-07-11,cash,paid,2026-07
P00403,S0172,G024,2010000,2026-08-06,2026-08-15,card,paid,2026-08
P00404,S0173,G024,1250000,2026-02-06,,card,overdue,2026-02
P00405,S0173,G024,1950000,2026-03-06,2026-03-16,card,paid,2026-03
P00406,S0173,G024,1600000,2026-04-06,,transfer,overdue,2026-04
P00407,S0173,G024,1350000,2026-05-06,2026-05-08,card,paid,2026-05
P00408,S0173,G024,1230000,2026-06-06,2026-06-11,transfer,paid,2026-06
P00409,S0173,G024,1500000,2026-07-06,,card,pending,2026-07
P00410,S0173,G024,1720000,2026-08-06,2026-08-09,transfer,paid,2026-08
P00411,S0174,G004,1750000,2026-05-06,,transfer,pending,2026-05
P00412,S0175,G023,1540000,2025-11-06,2025-11-14,transfer,paid,2025-11
P00413,S0175,G023,1060000,2025-12-06,2025-12-08,card,paid,2025-12
P00414,S0175,G023,1530000,2026-01-06,2026-01-14,transfer,paid,2026-01
P00415,S0175,G023,1160000,2026-02-06,2026-02-12,card,paid,2026-02
P00416,S0175,G023,1080000,2026-03-06,2026-03-15,card,paid,2026-03
P00417,S0175,G023,1430000,2026-04-06,2026-04-10,cash,paid,2026-04
P00418,S0175,G023,1700000,2026-05-06,,transfer,overdue,2026-05
P00419,S0176,G026,1310000,2026-05-06,,cash,pending,2026-05
P00420,S0176,G026,1270000,2026-06-06,2026-06-11,card,paid,2026-06
P00421,S0176,G026,1110000,2026-07-06,2026-07-06,transfer,paid,2026-07
P00422,S0176,G026,1250000,2026-08-06,2026-08-16,card,paid,2026-08
P00423,S0177,G022,1580000,2026-08-06,,cash,overdue,2026-08
P00424,S0178,G023,1570000,2026-03-06,2026-03-08,cash,paid,2026-03
P00425,S0178,G023,1630000,2026-04-06,2026-04-07,card,paid,2026-04
P00426,S0178,G023,1370000,2026-05-06,2026-05-13,card,paid,2026-05
P00427,S0179,G004,1680000,2026-04-06,,card,overdue,2026-04
P00428,S0179,G004,1110000,2026-05-06,2026-05-16,cash,paid,2026-05
P00429,S0180,G030,1330000,2026-08-06,2026-08-16,cash,paid,2026-08
P00430,S0181,G030,1010000,2026-08-06,2026-08-07,transfer,paid,2026-08
P00431,S0182,G022,1030000,2026-08-06,2026-08-15,cash,paid,2026-08
P00432,S0183,G001,960000,2026-07-06,,card,overdue,2026-07
P00433,S0183,G001,1120000,2026-08-06,2026-08-13,cash,paid,2026-08
P00434,S0184,G023,1220000,2025-12-06,2025-12-13,card,paid,2025-12
P00435,S0184,G023,1520000,2026-01-06,2026-01-11,card,paid,2026-01
P00436,S0184,G023,1330000,2026-02-06,2026-02-13,card,paid,2026-02
P00437,S0185,G009,1020000,2026-07-06,2026-07-15,card,paid,2026-07
P00438,S0185,G009,1220000,2026-08-06,2026-08-13,cash,paid,2026-08
P00439,S0186,G027,790000,2026-08-06,2026-08-11,card,paid,2026-08
P00440,S0187,G014,780000,2026-08-06,2026-08-13,transfer,paid,2026-08
P00441,S0188,G006,960000,2026-06-06,2026-06-16,card,paid,2026-06
P00442,S0188,G006,930000,2026-07-06,,card,overdue,2026-07
P00443,S0188,G006,860000,2026-08-06,2026-08-15,card,paid,2026-08
P00444,S0189,G005,1390000,2026-06-06,,cash,pending,2026-06
P00445,S0189,G005,830000,2026-07-06,2026-07-08,transfer,paid,2026-07
P00446,S0189,G005,1160000,2026-08-06,2026-08-06,transfer,paid,2026-08
P00447,S0190,G011,1400000,2026-06-06,2026-06-07,cash,paid,2026-06
P00448,S0190,G011,1110000,2026-07-06,2026-07-06,transfer,paid,2026-07
P00449,S0190,G011,1500000,2026-08-06,2026-08-06,card,paid,2026-08
P00450,S0191,G003,2060000,2026-08-06,2026-08-10,card,paid,2026-08
P00451,S0192,G023,1630000,2025-12-06,,cash,pending,2025-12
P00452,S0192,G023,1320000,2026-01-06,2026-01-13,card,paid,2026-01
P00453,S0193,G010,1640000,2025-12-06,,transfer,pending,2025-12
P00454,S0193,G010,1220000,2026-01-06,2026-01-12,card,paid,2026-01
P00455,S0193,G010,1310000,2026-02-06,2026-02-11,transfer,paid,2026-02
P00456,S0193,G010,1270000,2026-03-06,,card,overdue,2026-03
P00457,S0194,G015,1590000,2026-08-06,2026-08-12,transfer,paid,2026-08
P00458,S0195,G012,990000,2026-08-06,2026-08-09,cash,paid,2026-08
P00459,S0196,G026,920000,2026-05-06,,cash,pending,2026-05
P00460,S0196,G026,1200000,2026-06-06,2026-06-14,cash,paid,2026-06
P00461,S0196,G026,1220000,2026-07-06,,cash,pending,2026-07
P00462,S0196,G026,1310000,2026-08-06,2026-08-10,cash,paid,2026-08
P00463,S0197,G028,970000,2026-08-06,2026-08-13,cash,paid,2026-08
P00464,S0198,G014,1080000,2026-08-06,2026-08-08,cash,paid,2026-08
P00465,S0199,G012,980000,2026-07-06,2026-07-11,transfer,paid,2026-07
P00466,S0199,G012,960000,2026-08-06,,card,pending,2026-08
P00467,S0200,G017,1860000,2026-07-06,2026-07-15,card,paid,2026-07
P00468,S0200,G017,1250000,2026-08-06,2026-08-15,transfer,paid,2026-08
P00469,S0201,G020,1030000,2026-08-06,,cash,overdue,2026-08
P00470,S0202,G001,1500000,2026-06-06,2026-06-06,transfer,paid,2026-06
P00471,S0202,G001,980000,2026-07-06,2026-07-06,transfer,paid,2026-07
P00472,S0202,G001,1410000,2026-08-06,2026-08-13,cash,paid,2026-08
P00473,S0203,G025,1620000,2026-06-06,,card,overdue,2026-06
P00474,S0203,G025,1700000,2026-07-06,2026-07-13,card,paid,2026-07
P00475,S0203,G025,1530000,2026-08-06,,transfer,overdue,2026-08
P00476,S0204,G026,810000,2026-08-06,2026-08-14,cash,paid,2026-08
P00477,S0205,G015,1320000,2026-08-06,2026-08-14,cash,paid,2026-08
P00478,S0206,G005,810000,2026-08-06,2026-08-14,card,paid,2026-08
P00479,S0207,G014,850000,2026-08-06,2026-08-13,transfer,paid,2026-08
P00480,S0208,G011,1680000,2026-07-06,2026-07-10,transfer,paid,2026-07
P00481,S0208,G011,1120000,2026-08-06,2026-08-16,card,paid,2026-08
P00482,S0209,G009,1330000,2026-08-06,,cash,pending,2026-08
P00483,S0210,G005,810000,2026-07-06,2026-07-11,transfer,paid,2026-07
P00484,S0210,G005,1320000,2026-08-06,2026-08-15,card,paid,2026-08
P00485,S0211,G015,1400000,2026-08-06,2026-08-10,cash,paid,2026-08
P00486,S0212,G010,1940000,2025-12-06,2025-12-07,transfer,paid,2025-12
P00487,S0212,G010,1660000,2026-01-06,2026-01-07,transfer,paid,2026-01
P00488,S0212,G010,1690000,2026-02-06,,cash,pending,2026-02
P00489,S0212,G010,1280000,2026-03-06,,cash,pending,2026-03
P00490,S0213,G003,1490000,2026-08-06,2026-08-12,transfer,paid,2026-08
P00491,S0214,G001,1170000,2026-03-06,2026-03-11,cash,paid,2026-03
P00492,S0214,G001,1460000,2026-04-06,2026-04-15,card,paid,2026-04
P00493,S0214,G001,1570000,2026-05-06,2026-05-14,cash,paid,2026-05
P00494,S0214,G001,1540000,2026-06-06,2026-06-13,card,paid,2026-06
P00495,S0215,G009,1090000,2026-07-06,2026-07-14,card,paid,2026-07
P00496,S0215,G009,1150000,2026-08-06,2026-08-06,card,paid,2026-08
P00497,S0216,G002,1540000,2025-10-06,2025-10-07,transfer,paid,2025-10
P00498,S0216,G002,1070000,2025-11-06,2025-11-13,cash,paid,2025-11
P00499,S0216,G002,1230000,2025-12-06,,card,overdue,2025-12
P00500,S0216,G002,1540000,2026-01-06,2026-01-06,card,paid,2026-01
P00501,S0216,G002,1500000,2026-02-06,2026-02-08,cash,paid,2026-02
P00502,S0216,G002,1030000,2026-03-06,,card,pending,2026-03
P00503,S0217,G012,1010000,2026-08-06,2026-08-15,transfer,paid,2026-08
P00504,S0218,G008,1160000,2025-11-06,,transfer,pending,2025-11
P00505,S0218,G008,1000000,2025-12-06,2025-12-15,cash,paid,2025-12
P00506,S0218,G008,1300000,2026-01-06,2026-01-06,transfer,paid,2026-01
P00507,S0218,G008,970000,2026-02-06,2026-02-06,cash,paid,2026-02
P00508,S0218,G008,1230000,2026-03-06,,transfer,pending,2026-03
P00509,S0218,G008,1480000,2026-04-06,2026-04-09,transfer,paid,2026-04
P00510,S0219,G030,1630000,2026-06-06,2026-06-13,cash,paid,2026-06
P00511,S0219,G030,1010000,2026-07-06,,cash,overdue,2026-07
P00512,S0219,G030,1500000,2026-08-06,2026-08-08,transfer,paid,2026-08
P00513,S0220,G016,1590000,2026-07-06,,card,overdue,2026-07
P00514,S0220,G016,1360000,2026-08-06,2026-08-09,cash,paid,2026-08
P00515,S0221,G012,1150000,2026-07-06,2026-07-12,card,paid,2026-07
P00516,S0221,G012,1070000,2026-08-06,2026-08-12,transfer,paid,2026-08
P00517,S0222,G014,920000,2026-08-06,2026-08-12,card,paid,2026-08
P00518,S0223,G006,1170000,2026-07-06,2026-07-15,cash,paid,2026-07
P00519,S0223,G006,810000,2026-08-06,2026-08-15,card,paid,2026-08
P00520,S0224,G007,1070000,2026-07-06,2026-07-14,transfer,paid,2026-07
P00521,S0224,G007,1030000,2026-08-06,2026-08-07,card,paid,2026-08
P00522,S0225,G028,830000,2026-07-06,,cash,overdue,2026-07
P00523,S0225,G028,980000,2026-08-06,2026-08-07,card,paid,2026-08
P00524,S0226,G026,810000,2026-07-06,2026-07-08,transfer,paid,2026-07
P00525,S0226,G026,1060000,2026-08-06,2026-08-15,transfer,paid,2026-08
P00526,S0227,G029,1340000,2026-08-06,2026-08-07,transfer,paid,2026-08
P00527,S0228,G019,860000,2026-07-06,2026-07-13,card,paid,2026-07
P00528,S0228,G019,910000,2026-08-06,,cash,pending,2026-08
P00529,S0229,G028,900000,2026-08-06,,transfer,pending,2026-08
P00530,S0230,G013,1090000,2026-06-06,,cash,pending,2026-06
P00531,S0230,G013,890000,2026-07-06,2026-07-15,card,paid,2026-07
P00532,S0230,G013,850000,2026-08-06,2026-08-06,cash,paid,2026-08
P00533,S0231,G018,1470000,2026-08-06,2026-08-12,card,paid,2026-08
P00534,S0232,G014,970000,2026-08-06,2026-08-06,card,paid,2026-08
P00535,S0233,G019,1040000,2026-07-06,,card,overdue,2026-07
P00536,S0233,G019,1130000,2026-08-06,2026-08-14,transfer,paid,2026-08
P00537,S0234,G011,1500000,2026-08-06,2026-08-15,transfer,paid,2026-08
P00538,S0235,G024,1510000,2026-03-06,,card,pending,2026-03
P00539,S0235,G024,1340000,2026-04-06,2026-04-09,cash,paid,2026-04
P00540,S0235,G024,1760000,2026-05-06,,transfer,pending,2026-05
P00541,S0235,G024,2020000,2026-06-06,2026-06-13,transfer,paid,2026-06
P00542,S0235,G024,1390000,2026-07-06,2026-07-15,card,paid,2026-07
P00543,S0235,G024,1620000,2026-08-06,2026-08-11,transfer,paid,2026-08
P00544,S0236,G004,1610000,2026-02-06,2026-02-09,cash,paid,2026-02
P00545,S0236,G004,1820000,2026-03-06,2026-03-10,transfer,paid,2026-03
P00546,S0236,G004,1540000,2026-04-06,2026-04-16,cash,paid,2026-04
P00547,S0236,G004,1730000,2026-05-06,,transfer,pending,2026-05
P00548,S0237,G003,1240000,2026-08-06,2026-08-07,transfer,paid,2026-08
P00549,S0238,G026,1150000,2026-06-06,2026-06-09,cash,paid,2026-06
P00550,S0238,G026,950000,2026-07-06,2026-07-10,card,paid,2026-07
P00551,S0238,G026,1200000,2026-08-06,2026-08-16,cash,paid,2026-08
P00552,S0239,G004,1580000,2026-02-06,2026-02-07,cash,paid,2026-02
P00553,S0239,G004,1180000,2026-03-06,,cash,overdue,2026-03
P00554,S0239,G004,1750000,2026-04-06,,card,pending,2026-04
P00555,S0239,G004,1210000,2026-05-06,2026-05-10,cash,paid,2026-05
P00556,S0240,G002,1120000,2026-01-06,2026-01-07,card,paid,2026-01
P00557,S0240,G002,1460000,2026-02-06,2026-02-15,cash,paid,2026-02
P00558,S0240,G002,1540000,2026-03-06,2026-03-08,cash,paid,2026-03
P00559,S0241,G025,1200000,2026-07-06,2026-07-09,cash,paid,2026-07
P00560,S0241,G025,1220000,2026-08-06,2026-08-14,card,paid,2026-08
P00561,S0242,G007,800000,2026-07-06,2026-07-06,card,paid,2026-07
P00562,S0242,G007,1100000,2026-08-06,2026-08-09,card,paid,2026-08
P00563,S0243,G009,960000,2026-07-06,,cash,pending,2026-07
P00564,S0243,G009,1660000,2026-08-06,,card,pending,2026-08
P00565,S0244,G019,1290000,2026-08-06,2026-08-07,card,paid,2026-08
P00566,S0245,G024,1810000,2026-07-06,2026-07-12,card,paid,2026-07
P00567,S0245,G024,1710000,2026-08-06,2026-08-12,card,paid,2026-08
P00568,S0246,G012,830000,2026-07-06,2026-07-10,card,paid,2026-07
P00569,S0246,G012,900000,2026-08-06,2026-08-16,cash,paid,2026-08
P00570,S0247,G024,2010000,2026-01-06,,card,overdue,2026-01
P00571,S0248,G012,1080000,2026-08-06,,card,pending,2026-08
P00572,S0249,G009,1170000,2026-07-06,2026-07-08,card,paid,2026-07
P00573,S0249,G009,1240000,2026-08-06,2026-08-16,card,paid,2026-08
P00574,S0250,G025,1320000,2026-08-06,2026-08-13,card,paid,2026-08
P00575,S0251,G028,1000000,2026-08-06,,card,overdue,2026-08
P00576,S0252,G029,1140000,2026-07-06,2026-07-11,transfer,paid,2026-07
P00577,S0252,G029,1490000,2026-08-06,,card,overdue,2026-08
P00578,S0253,G023,1100000,2025-12-06,2025-12-15,transfer,paid,2025-12
P00579,S0253,G023,1680000,2026-01-06,2026-01-14,cash,paid,2026-01
P00580,S0253,G023,1070000,2026-02-06,2026-02-14,transfer,paid,2026-02
P00581,S0253,G023,1060000,2026-03-06,,cash,pending,2026-03
P00582,S0253,G023,1590000,2026-04-06,2026-04-13,card,paid,2026-04
P00583,S0253,G023,1520000,2026-05-06,2026-05-08,cash,paid,2026-05
P00584,S0254,G030,1500000,2026-03-06,2026-03-06,cash,paid,2026-03
P00585,S0254,G030,980000,2026-04-06,2026-04-09,card,paid,2026-04
P00586,S0254,G030,980000,2026-05-06,,card,pending,2026-05
P00587,S0254,G030,1010000,2026-06-06,2026-06-11,card,paid,2026-06
P00588,S0254,G030,1040000,2026-07-06,,transfer,pending,2026-07
P00589,S0254,G030,1400000,2026-08-06,2026-08-15,card,paid,2026-08
P00590,S0255,G012,910000,2026-08-06,,transfer,overdue,2026-08
P00591,S0256,G014,1030000,2026-08-06,2026-08-16,transfer,paid,2026-08
P00592,S0257,G013,970000,2026-07-06,2026-07-06,card,paid,2026-07
P00593,S0257,G013,790000,2026-08-06,2026-08-07,cash,paid,2026-08
P00594,S0258,G003,1560000,2026-08-06,2026-08-06,card,paid,2026-08
P00595,S0259,G024,1500000,2026-04-06,2026-04-16,cash,paid,2026-04
P00596,S0259,G024,1780000,2026-05-06,,cash,pending,2026-05
P00597,S0259,G024,1500000,2026-06-06,,transfer,overdue,2026-06
P00598,S0259,G024,1990000,2026-07-06,2026-07-11,cash,paid,2026-07
P00599,S0260,G004,1280000,2026-02-06,2026-02-16,card,paid,2026-02
P00600,S0260,G004,1810000,2026-03-06,,card,pending,2026-03
P00601,S0260,G004,1470000,2026-04-06,2026-04-15,transfer,paid,2026-04
P00602,S0260,G004,1230000,2026-05-06,,cash,overdue,2026-05
P00603,S0261,G001,1270000,2026-07-06,2026-07-14,cash,paid,2026-07
P00604,S0261,G001,1150000,2026-08-06,2026-08-06,cash,paid,2026-08
P00605,S0262,G025,1780000,2026-06-06,2026-06-10,cash,paid,2026-06
P00606,S0262,G025,1570000,2026-07-06,2026-07-15,cash,paid,2026-07
P00607,S0262,G025,1190000,2026-08-06,2026-08-11,card,paid,2026-08
P00608,S0263,G019,1330000,2026-08-06,2026-08-06,cash,paid,2026-08
P00609,S0264,G014,960000,2026-08-06,2026-08-06,cash,paid,2026-08
P00610,S0265,G023,1340000,2026-03-06,2026-03-11,card,paid,2026-03
P00611,S0265,G023,1400000,2026-04-06,,card,pending,2026-04
P00612,S0265,G023,1530000,2026-05-06,2026-05-10,cash,paid,2026-05
P00613,S0266,G018,1530000,2026-08-06,2026-08-10,card,paid,2026-08
P00614,S0267,G007,1070000,2026-08-06,,cash,overdue,2026-08
P00615,S0268,G029,1090000,2026-06-06,2026-06-10,cash,paid,2026-06
P00616,S0268,G029,950000,2026-07-06,,card,overdue,2026-07
P00617,S0268,G029,1440000,2026-08-06,,card,pending,2026-08
P00618,S0269,G014,1080000,2026-08-06,,cash,overdue,2026-08
P00619,S0270,G008,1110000,2026-01-06,2026-01-15,card,paid,2026-01
P00620,S0270,G008,1280000,2026-02-06,,transfer,overdue,2026-02
P00621,S0270,G008,1330000,2026-03-06,2026-03-12,cash,paid,2026-03
P00622,S0270,G008,960000,2026-04-06,,cash,pending,2026-04
P00623,S0271,G023,1600000,2025-12-06,2025-12-13,transfer,paid,2025-12
P00624,S0271,G023,1370000,2026-01-06,2026-01-15,card,paid,2026-01
P00625,S0271,G023,1360000,2026-02-06,2026-02-15,card,paid,2026-02
P00626,S0271,G023,1500000,2026-03-06,2026-03-16,transfer,paid,2026-03
P00627,S0271,G023,1280000,2026-04-06,2026-04-10,transfer,paid,2026-04
P00628,S0271,G023,950000,2026-05-06,,transfer,overdue,2026-05
P00629,S0272,G007,1010000,2026-08-06,2026-08-13,card,paid,2026-08
P00630,S0273,G026,960000,2026-08-06,,transfer,pending,2026-08
P00631,S0274,G008,1460000,2026-01-06,2026-01-09,card,paid,2026-01
P00632,S0274,G008,980000,2026-02-06,2026-02-10,transfer,paid,2026-02
P00633,S0274,G008,1490000,2026-03-06,2026-03-11,card,paid,2026-03
P00634,S0274,G008,1010000,2026-04-06,2026-04-07,transfer,paid,2026-04
P00635,S0275,G023,1320000,2026-04-06,,card,pending,2026-04
P00636,S0275,G023,1460000,2026-05-06,2026-05-13,card,paid,2026-05
P00637,S0276,G019,1120000,2026-07-06,2026-07-16,card,paid,2026-07
P00638,S0276,G019,860000,2026-08-06,2026-08-14,card,paid,2026-08
P00639,S0277,G006,1130000,2026-06-06,2026-06-16,transfer,paid,2026-06
P00640,S0277,G006,800000,2026-07-06,2026-07-10,cash,paid,2026-07
P00641,S0278,G030,1020000,2026-04-06,2026-04-12,card,paid,2026-04
P00642,S0278,G030,1250000,2026-05-06,2026-05-06,cash,paid,2026-05
P00643,S0278,G030,1160000,2026-06-06,,card,pending,2026-06
P00644,S0278,G030,1640000,2026-07-06,2026-07-12,cash,paid,2026-07
P00645,S0279,G003,1800000,2026-07-06,2026-07-07,transfer,paid,2026-07
P00646,S0279,G003,1660000,2026-08-06,2026-08-15,cash,paid,2026-08
P00647,S0280,G025,1380000,2026-07-06,2026-07-08,cash,paid,2026-07
P00648,S0280,G025,1870000,2026-08-06,2026-08-13,transfer,paid,2026-08
P00649,S0281,G015,920000,2026-08-06,2026-08-10,card,paid,2026-08
P00650,S0282,G005,1020000,2026-07-06,2026-07-07,transfer,paid,2026-07
P00651,S0282,G005,1020000,2026-08-06,2026-08-13,card,paid,2026-08
P00652,S0283,G010,1790000,2025-12-06,,cash,pending,2025-12
P00653,S0283,G010,1640000,2026-01-06,2026-01-13,cash,paid,2026-01
P00654,S0283,G010,1700000,2026-02-06,2026-02-16,transfer,paid,2026-02
P00655,S0283,G010,1980000,2026-03-06,2026-03-10,card,paid,2026-03
P00656,S0284,G007,830000,2026-08-06,,card,pending,2026-08
P00657,S0285,G017,1300000,2026-06-06,,cash,pending,2026-06
P00658,S0285,G017,2030000,2026-07-06,2026-07-15,transfer,paid,2026-07
P00659,S0285,G017,1280000,2026-08-06,2026-08-06,card,paid,2026-08
P00660,S0286,G020,1170000,2026-07-06,2026-07-12,cash,paid,2026-07
P00661,S0286,G020,820000,2026-08-06,,card,overdue,2026-08
P00662,S0287,G007,1060000,2026-07-06,2026-07-16,card,paid,2026-07
P00663,S0287,G007,900000,2026-08-06,2026-08-12,card,paid,2026-08
P00664,S0288,G023,1490000,2026-04-06,2026-04-16,card,paid,2026-04
P00665,S0288,G023,1030000,2026-05-06,,transfer,pending,2026-05
P00666,S0289,G016,1480000,2026-07-06,2026-07-08,card,paid,2026-07
P00667,S0289,G016,1280000,2026-08-06,,transfer,overdue,2026-08
P00668,S0290,G028,810000,2026-07-06,2026-07-12,transfer,paid,2026-07
P00669,S0290,G028,790000,2026-08-06,2026-08-07,card,paid,2026-08
P00670,S0291,G007,910000,2026-07-06,2026-07-13,cash,paid,2026-07
P00671,S0291,G007,770000,2026-08-06,2026-08-14,cash,paid,2026-08
P00672,S0292,G001,1480000,2026-07-06,2026-07-08,cash,paid,2026-07
P00673,S0292,G001,1490000,2026-08-06,,card,overdue,2026-08
P00674,S0293,G010,1210000,2025-12-06,2025-12-07,card,paid,2025-12
P00675,S0293,G010,1740000,2026-01-06,2026-01-06,card,paid,2026-01
P00676,S0293,G010,1790000,2026-02-06,2026-02-07,cash,paid,2026-02
P00677,S0293,G010,1580000,2026-03-06,,transfer,pending,2026-03
P00678,S0294,G015,1560000,2026-08-06,2026-08-14,card,paid,2026-08
P00679,S0295,G007,820000,2026-08-06,2026-08-13,transfer,paid,2026-08
P00680,S0296,G030,970000,2026-04-06,2026-04-10,transfer,paid,2026-04
P00681,S0296,G030,1050000,2026-05-06,2026-05-14,card,paid,2026-05
P00682,S0296,G030,1610000,2026-06-06,2026-06-13,card,paid,2026-06
P00683,S0296,G030,1130000,2026-07-06,2026-07-14,card,paid,2026-07
P00684,S0296,G030,1350000,2026-08-06,2026-08-06,cash,paid,2026-08
P00685,S0297,G016,1670000,2026-06-06,2026-06-11,cash,paid,2026-06
P00686,S0297,G016,1580000,2026-07-06,2026-07-12,card,paid,2026-07
P00687,S0297,G016,1660000,2026-08-06,2026-08-16,card,paid,2026-08
P00688,S0298,G027,1190000,2026-08-06,,cash,pending,2026-08
P00689,S0299,G017,1680000,2026-04-06,2026-04-12,card,paid,2026-04
P00690,S0299,G017,1940000,2026-05-06,,cash,pending,2026-05
P00691,S0299,G017,1390000,2026-06-06,2026-06-09,cash,paid,2026-06
P00692,S0299,G017,2080000,2026-07-06,2026-07-11,card,paid,2026-07
P00693,S0299,G017,1870000,2026-08-06,,cash,overdue,2026-08
P00694,S0300,G010,2030000,2026-01-06,2026-01-13,card,paid,2026-01
P00695,S0300,G010,2020000,2026-02-06,2026-02-16,card,paid,2026-02
P00696,S0300,G010,1930000,2026-03-06,2026-03-10,card,paid,2026-03
