date,channel,sessions,unique_visitors,leads_generated,cost
2025-12-20,referral,20,11,0,0.0
2025-12-20,organic,60,45,0,0.0
2025-12-21,instagram,150,104,0,173900.0
2025-12-21,telegram,83,63,1,180400.0
2025-12-21,google,74,42,0,120200.0
2025-12-21,facebook,29,20,0,52400.0
2025-12-21,referral,31,22,0,0.0
2025-12-21,organic,72,45,0,0.0
2025-12-22,instagram,139,86,4,232100.0
2025-12-22,telegram,112,75,1,220900.0
2025-12-22,google,69,45,0,57000.0
2025-12-22,facebook,28,17,0,56100.0
2025-12-22,referral,23,17,1,0.0
2025-12-22,organic,66,49,1,0.0
2025-12-23,instagram,167,101,1,231000.0
2025-12-23,telegram,87,53,1,129500.0
2025-12-23,google,55,36,0,119000.0
2025-12-23,facebook,51,33,0,69600.0
2025-12-23,referral,33,21,0,0.0
2025-12-23,organic,31,21,0,0.0
2025-12-24,instagram,149,92,2,164500.0
2025-12-24,telegram,110,67,1,205500.0
2025-12-24,google,67,41,2,146600.0
2025-12-24,facebook,45,26,0,88200.0
2025-12-24,referral,26,17,1,0.0
2025-12-24,organic,29,21,1,0.0
2025-12-25,instagram,164,123,1,315200.0
2025-12-25,telegram,83,45,0,105100.0
2025-12-25,google,77,56,0,149000.0
2025-12-25,facebook,35,27,0,39200.0
2025-12-25,referral,17,12,0,0.0
2025-12-25,organic,58,41,0,0.0
2025-12-26,instagram,80,47,0,75000.0
2025-12-26,telegram,85,64,1,177800.0
2025-12-26,google,56,41,0,75400.0
2025-12-26,facebook,53,29,0,61000.0
2025-12-26,referral,29,17,1,0.0
2025-12-26,organic,44,33,1,0.0
2025-12-27,instagram,108,81,2,216300.0
2025-12-27,telegram,68,49,1,84700.0
2025-12-27,google,64,46,0,105500.0
2025-12-27,facebook,32,24,1,58200.0
2025-12-27,referral,31,17,0,0.0
2025-12-27,organic,53,42,1,0.0
2025-12-28,instagram,123,83,1,139100.0
2025-12-28,telegram,96,69,0,150500.0
2025-12-28,google,52,35,0,45900.0
2025-12-28,facebook,48,26,0,53200.0
2025-12-28,referral,27,17,1,0.0
2025-12-28,organic,59,33,1,0.0
2025-12-29,instagram,180,133,1,361500.0
2025-12-29,telegram,50,39,2,88700.0
2025-12-29,google,85,55,1,103900.0
2025-12-29,facebook,49,36,0,83800.0
2025-12-29,referral,28,19,0,0.0
2025-12-29,organic,38,22,0,0.0
2025-12-30,instagram,156,86,1,324000.0
2025-12-30,telegram,29,16,1,50200.0
2025-12-30,google,74,51,0,85000.0
2025-12-30,facebook,39,28,1,52400.0
2025-12-30,referral,20,12,1,0.0
2025-12-30,organic,66,43,0,0.0
2025-12-31,instagram,143,104,2,225000.0
2025-12-31,telegram,62,46,2,99200.0
2025-12-31,google,55,40,0,86300.0
2025-12-31,facebook,23,15,0,18500.0
2025-12-31,referral,22,16,1,0.0
2025-12-31,organic,70,50,0,0.0
2026-01-01,instagram,180,139,0,206900.0
2026-01-01,telegram,83,49,0,172700.0
2026-01-01,google,85,61,0,162000.0
2026-01-01,facebook,51,28,0,41500.0
2026-01-01,referral,14,9,0,0.0
2026-01-01,organic,65,36,1,0.0
2026-01-02,instagram,152,117,0,233200.0
2026-01-02,telegram,115,83,0,95600.0
2026-01-02,google,61,37,2,65100.0
2026-01-02,facebook,27,15,0,36300.0
2026-01-02,referral,30,20,1,0.0
2026-01-02,organic,47,28,0,0.0
2026-01-03,instagram,141,97,1,149600.0
2026-01-03,telegram,68,38,3,63800.0
2026-01-03,google,58,32,0,84700.0
2026-01-03,facebook,24,14,0,41200.0
2026-01-03,referral,28,16,0,0.0
2026-01-03,organic,38,24,0,0.0
2026-01-04,instagram,162,120,2,206100.0
2026-01-04,telegram,102,67,1,135900.0
2026-01-04,google,80,58,0,125400.0
2026-01-04,facebook,66,52,0,66900.0
2026-01-04,referral,14,9,2,0.0
2026-01-04,organic,40,22,0,0.0
2026-01-05,instagram,111,65,1,195200.0
2026-01-05,telegram,69,52,0,127500.0
2026-01-05,google,85,64,0,80000.0
2026-01-05,facebook,63,44,0,72100.0
2026-01-05,referral,28,19,1,0.0
2026-01-05,organic,55,39,0,0.0
2026-01-06,instagram,167,99,2,362200.0
2026-01-06,telegram,72,57,0,130200.0
2026-01-06,google,66,41,0,133000.0
2026-01-06,facebook,36,26,0,64600.0
2026-01-06,referral,33,18,0,0.0
2026-01-06,organic,22,12,1,0.0
2026-01-07,instagram,71,52,1,129900.0
2026-01-07,telegram,85,48,1,96200.0
2026-01-07,google,88,69,0,86100.0
2026-01-07,facebook,27,15,0,54200.0
2026-01-07,referral,31,23,1,0.0
2026-01-07,organic,55,40,0,0.0
2026-01-08,instagram,173,106,3,364900.0
2026-01-08,telegram,89,53,1,109300.0
2026-01-08,google,58,44,1,111100.0
2026-01-08,facebook,38,27,0,30500.0
2026-01-08,referral,37,28,0,0.0
2026-01-08,organic,48,30,1,0.0
2026-01-09,instagram,140,82,0,132000.0
2026-01-09,telegram,20,15,1,18400.0
2026-01-09,google,38,27,0,39400.0
2026-01-09,facebook,47,28,1,89500.0
2026-01-09,referral,20,12,0,0.0
2026-01-09,organic,61,36,0,0.0
2026-01-10,instagram,131,75,2,203200.0
2026-01-10,telegram,109,78,0,106300.0
2026-01-10,google,89,59,1,175300.0
2026-01-10,facebook,35,22,1,34000.0
2026-01-10,referral,20,14,2,0.0
2026-01-10,organic,45,32,1,0.0
2026-01-11,instagram,131,82,3,138300.0
2026-01-11,telegram,67,48,0,144700.0
2026-01-11,google,88,69,0,85500.0
2026-01-11,facebook,51,34,0,41000.0
2026-01-11,referral,18,10,1,0.0
2026-01-11,organic,61,48,1,0.0
2026-01-12,instagram,120,92,2,262100.0
2026-01-12,telegram,64,50,1,68900.0
2026-01-12,google,66,50,0,97100.0
2026-01-12,facebook,50,34,0,61400.0
2026-01-12,referral,30,22,1,0.0
2026-01-12,organic,44,28,0,0.0
2026-01-13,instagram,143,95,0,250100.0
2026-01-13,telegram,59,46,1,87300.0
2026-01-13,google,86,65,0,176100.0
2026-01-13,facebook,45,31,1,69600.0
2026-01-13,referral,24,14,0,0.0
2026-01-13,organic,66,36,1,0.0
2026-01-14,instagram,218,126,3,352100.0
2026-01-14,telegram,84,47,0,130000.0
2026-01-14,google,75,58,0,61100.0
2026-01-14,facebook,52,30,0,64600.0
2026-01-14,referral,27,15,0,0.0
2026-01-14,organic,69,49,1,0.0
2026-01-15,instagram,120,86,0,152500.0
2026-01-15,telegram,84,52,0,164900.0
2026-01-15,google,46,26,0,49800.0
2026-01-15,facebook,36,23,0,58700.0
2026-01-15,referral,14,8,1,0.0
2026-01-15,organic,69,38,0,0.0
2026-01-16,instagram,174,125,2,373800.0
2026-01-16,telegram,98,56,1,200500.0
2026-01-16,google,42,25,0,88500.0
2026-01-16,facebook,53,39,0,76500.0
2026-01-16,referral,24,17,0,0.0
2026-01-16,organic,59,46,1,0.0
2026-01-17,instagram,206,151,0,329800.0
2026-01-17,telegram,61,44,1,111400.0
2026-01-17,google,80,50,0,133300.0
2026-01-17,facebook,37,27,0,63400.0
2026-01-17,referral,16,8,1,0.0
2026-01-17,organic,58,36,0,0.0
2026-01-18,instagram,98,73,0,210100.0
2026-01-18,telegram,116,84,1,193700.0
2026-01-18,google,73,51,1,99300.0
2026-01-18,facebook,32,24,1,50900.0
2026-01-18,referral,33,22,1,0.0
2026-01-18,organic,67,38,1,0.0
2026-01-19,instagram,171,118,5,216400.0
2026-01-19,telegram,82,45,2,110200.0
2026-01-19,google,72,56,1,73200.0
2026-01-19,facebook,57,38,0,75900.0
2026-01-19,referral,32,25,0,0.0
2026-01-19,organic,41,23,1,0.0
2026-01-20,instagram,143,79,1,302600.0
2026-01-20,telegram,56,32,4,88000.0
2026-01-20,google,66,43,0,97000.0
2026-01-20,facebook,31,18,1,47600.0
2026-01-20,referral,41,25,0,0.0
2026-01-20,organic,34,24,1,0.0
2026-01-21,instagram,72,54,0,87600.0
2026-01-21,telegram,81,49,2,123900.0
2026-01-21,google,55,34,0,83000.0
2026-01-21,facebook,38,27,1,59300.0
2026-01-21,referral,27,15,1,0.0
2026-01-21,organic,57,34,1,0.0
2026-01-22,instagram,45,30,1,48600.0
2026-01-22,telegram,90,55,0,136200.0
2026-01-22,google,78,51,0,167500.0
2026-01-22,facebook,27,18,1,31200.0
2026-01-22,referral,33,19,0,0.0
2026-01-22,organic,43,31,1,0.0
2026-01-23,instagram,137,87,1,113600.0
2026-01-23,telegram,99,74,0,97900.0
2026-01-23,google,40,25,1,74700.0
2026-01-23,facebook,43,30,0,34800.0
2026-01-23,referral,24,14,1,0.0
2026-01-23,organic,39,30,1,0.0
2026-01-24,instagram,89,60,1,178700.0
2026-01-24,telegram,110,62,0,111900.0
2026-01-24,google,62,45,0,95800.0
2026-01-24,facebook,49,36,1,61000.0
2026-01-24,referral,35,22,1,0.0
2026-01-24,organic,56,37,0,0.0
2026-01-25,instagram,116,86,0,218400.0
2026-01-25,telegram,76,58,1,123600.0
2026-01-25,google,24,14,0,46500.0
2026-01-25,facebook,33,24,0,71800.0
2026-01-25,referral,22,13,0,0.0
2026-01-25,organic,67,44,1,0.0
2026-01-26,instagram,146,91,1,216100.0
2026-01-26,telegram,98,60,1,81600.0
2026-01-26,google,97,72,0,115400.0
2026-01-26,facebook,40,26,0,70200.0
2026-01-26,referral,26,16,0,0.0
2026-01-26,organic,48,35,1,0.0
2026-01-27,instagram,132,95,3,123800.0
2026-01-27,telegram,90,69,1,92300.0
2026-01-27,google,48,34,1,99000.0
2026-01-27,facebook,52,39,0,57600.0
2026-01-27,referral,37,28,0,0.0
2026-01-27,organic,59,46,1,0.0
2026-01-28,instagram,96,75,0,145800.0
2026-01-28,telegram,130,74,0,143300.0
2026-01-28,google,61,35,0,129300.0
2026-01-28,facebook,65,37,0,73400.0
2026-01-28,referral,20,11,0,0.0
2026-01-28,organic,35,21,0,0.0
2026-01-29,instagram,136,99,2,243700.0
2026-01-29,telegram,83,46,1,164200.0
2026-01-29,google,85,50,1,148900.0
2026-01-29,facebook,49,27,0,54900.0
2026-01-29,referral,26,16,1,0.0
2026-01-29,organic,57,33,1,0.0
2026-01-30,instagram,74,45,3,108200.0
2026-01-30,telegram,72,53,0,73700.0
2026-01-30,google,50,30,0,99700.0
2026-01-30,facebook,40,30,0,52700.0
2026-01-30,referral,29,20,0,0.0
2026-01-30,organic,54,36,0,0.0
2026-01-31,instagram,160,126,0,189000.0
2026-01-31,telegram,46,36,0,73300.0
2026-01-31,google,56,32,0,103900.0
2026-01-31,facebook,40,31,0,43300.0
2026-01-31,referral,23,14,3,0.0
2026-01-31,organic,23,13,0,0.0
2026-02-01,instagram,88,69,2,103000.0
2026-02-01,telegram,88,58,1,87000.0
2026-02-01,google,42,31,0,82200.0
2026-02-01,facebook,39,25,1,58200.0
2026-02-01,referral,13,9,1,0.0
2026-02-01,organic,69,42,1,0.0
2026-02-02,instagram,84,65,0,131500.0
2026-02-02,telegram,98,73,1,158900.0
2026-02-02,google,76,42,3,144100.0
2026-02-02,facebook,49,30,0,57400.0
2026-02-02,referral,26,18,0,0.0
2026-02-02,organic,42,26,0,0.0
2026-02-03,instagram,133,105,2,192100.0
2026-02-03,telegram,88,58,0,159000.0
2026-02-03,google,66,52,0,97700.0
2026-02-03,facebook,58,36,0,109700.0
2026-02-03,referral,24,15,1,0.0
2026-02-03,organic,59,35,1,0.0
2026-02-04,instagram,133,84,2,119100.0
2026-02-04,telegram,128,76,0,234200.0
2026-02-04,google,56,38,1,75100.0
2026-02-04,facebook,41,31,0,67400.0
2026-02-04,referral,28,20,0,0.0
2026-02-04,organic,65,39,1,0.0
2026-02-05,instagram,131,98,1,224700.0
2026-02-05,telegram,68,39,1,103000.0
2026-02-05,google,109,83,1,217400.0
2026-02-05,facebook,36,28,0,78300.0
2026-02-05,referral,18,12,3,0.0
2026-02-05,organic,40,22,0,0.0
2026-02-06,instagram,167,112,1,359200.0
2026-02-06,telegram,81,53,1,154700.0
2026-02-06,google,53,35,0,89100.0
2026-02-06,facebook,41,29,0,78900.0
2026-02-06,referral,12,7,1,0.0
2026-02-06,organic,64,49,0,0.0
2026-02-07,instagram,94,71,2,156400.0
2026-02-07,telegram,83,55,1,90900.0
2026-02-07,google,52,31,0,93500.0
2026-02-07,facebook,43,29,0,64200.0
2026-02-07,referral,28,21,0,0.0
2026-02-07,organic,68,50,0,0.0
2026-02-08,instagram,141,106,1,137300.0
2026-02-08,telegram,104,65,1,189500.0
2026-02-08,google,62,38,0,69600.0
2026-02-08,facebook,27,19,0,40800.0
2026-02-08,referral,28,19,0,0.0
2026-02-08,organic,30,17,0,0.0
2026-02-09,instagram,125,80,2,138200.0
2026-02-09,telegram,87,68,0,112300.0
2026-02-09,google,41,23,1,68300.0
2026-02-09,facebook,40,26,0,40600.0
2026-02-09,referral,25,19,1,0.0
2026-02-09,organic,73,54,1,0.0
2026-02-10,instagram,118,92,2,197000.0
2026-02-10,telegram,94,67,1,113100.0
2026-02-10,google,68,44,1,125200.0
2026-02-10,facebook,53,34,0,62000.0
2026-02-10,referral,28,21,2,0.0
2026-02-10,organic,86,66,1,0.0
2026-02-11,instagram,158,87,1,176000.0
2026-02-11,telegram,55,35,1,113900.0
2026-02-11,google,76,44,0,127300.0
2026-02-11,facebook,42,30,1,79800.0
2026-02-11,referral,15,10,1,0.0
2026-02-11,organic,43,28,1,0.0
2026-02-12,instagram,111,61,2,127200.0
2026-02-12,telegram,133,104,0,115400.0
2026-02-12,google,88,65,0,70700.0
2026-02-12,facebook,41,32,0,68900.0
2026-02-12,referral,22,13,0,0.0
2026-02-12,organic,42,30,0,0.0
2026-02-13,instagram,164,102,0,280300.0
2026-02-13,telegram,127,96,1,125100.0
2026-02-13,google,90,50,0,151700.0
2026-02-13,facebook,70,54,1,116600.0
2026-02-13,referral,30,21,0,0.0
2026-02-13,organic,68,38,1,0.0
2026-02-14,instagram,172,132,0,191200.0
2026-02-14,telegram,92,51,1,119100.0
2026-02-14,google,72,54,0,152700.0
2026-02-14,facebook,43,28,0,38100.0
2026-02-14,referral,25,19,1,0.0
2026-02-14,organic,64,40,0,0.0
2026-02-15,instagram,50,28,0,92600.0
2026-02-15,telegram,75,58,2,107700.0
2026-02-15,google,79,46,0,79900.0
2026-02-15,facebook,41,24,0,88900.0
2026-02-15,referral,33,21,0,0.0
2026-02-15,organic,58,39,0,0.0
2026-02-16,instagram,201,128,2,185000.0
2026-02-16,telegram,83,54,1,150900.0
2026-02-16,google,50,31,0,46100.0
2026-02-16,facebook,61,43,0,91500.0
2026-02-16,referral,20,11,0,0.0
2026-02-16,organic,69,50,1,0.0
2026-02-17,instagram,150,112,2,192600.0
2026-02-17,telegram,104,65,0,189600.0
2026-02-17,google,71,47,0,84600.0
2026-02-17,facebook,54,34,1,72700.0
2026-02-17,referral,37,24,2,0.0
2026-02-17,organic,44,27,0,0.0
2026-02-18,instagram,78,51,1,135800.0
2026-02-18,telegram,106,67,2,111600.0
2026-02-18,google,88,65,0,86500.0
2026-02-18,facebook,53,34,0,64100.0
2026-02-18,referral,31,24,1,0.0
2026-02-18,organic,65,39,0,0.0
2026-02-19,instagram,173,96,0,169500.0
2026-02-19,telegram,90,57,2,145200.0
2026-02-19,google,66,39,0,124100.0
2026-02-19,facebook,59,32,0,100900.0
2026-02-19,referral,40,31,0,0.0
2026-02-19,organic,45,25,0,0.0
2026-02-20,instagram,181,140,1,164600.0
2026-02-20,telegram,87,54,0,140500.0
2026-02-20,google,57,42,0,99100.0
2026-02-20,facebook,47,28,0,68300.0
2026-02-20,referral,24,18,1,0.0
2026-02-20,organic,57,44,0,0.0
2026-02-21,instagram,94,71,2,194200.0
2026-02-21,telegram,88,69,1,121000.0
2026-02-21,google,51,28,0,60400.0
2026-02-21,facebook,40,30,0,85400.0
2026-02-21,referral,22,16,0,0.0
2026-02-21,organic,68,50,1,0.0
2026-02-22,instagram,179,120,1,340500.0
2026-02-22,telegram,76,57,2,162600.0
2026-02-22,google,61,45,0,96700.0
2026-02-22,facebook,43,28,0,92200.0
2026-02-22,referral,35,25,2,0.0
2026-02-22,organic,48,32,0,0.0
2026-02-23,instagram,157,123,1,344900.0
2026-02-23,telegram,126,92,0,117400.0
2026-02-23,google,66,42,1,132700.0
2026-02-23,facebook,45,35,0,66500.0
2026-02-23,referral,27,18,0,0.0
2026-02-23,organic,68,50,0,0.0
2026-02-24,instagram,167,95,2,335300.0
2026-02-24,telegram,90,66,0,106000.0
2026-02-24,google,53,29,0,49200.0
2026-02-24,facebook,38,28,0,65100.0
2026-02-24,referral,32,20,0,0.0
2026-02-24,organic,56,37,1,0.0
2026-02-25,instagram,127,94,0,195800.0
2026-02-25,telegram,64,41,1,114900.0
2026-02-25,google,68,45,0,95100.0
2026-02-25,facebook,19,11,1,21400.0
2026-02-25,referral,19,12,0,0.0
2026-02-25,organic,46,33,0,0.0
2026-02-26,instagram,146,100,1,193800.0
2026-02-26,telegram,127,90,0,236200.0
2026-02-26,google,69,44,0,74600.0
2026-02-26,facebook,53,40,0,51400.0
2026-02-26,referral,20,14,0,0.0
2026-02-26,organic,44,34,0,0.0
2026-02-27,instagram,126,96,0,228800.0
2026-02-27,telegram,93,59,0,114400.0
2026-02-27,google,69,51,0,70800.0
2026-02-27,facebook,64,39,1,129100.0
2026-02-27,referral,22,14,1,0.0
2026-02-27,organic,79,61,1,0.0
2026-02-28,instagram,117,64,1,119500.0
2026-02-28,telegram,87,56,1,113700.0
2026-02-28,google,62,40,1,112600.0
2026-02-28,facebook,53,42,2,105000.0
2026-02-28,referral,29,18,0,0.0
2026-02-28,organic,28,21,1,0.0
2026-03-01,instagram,141,79,1,307800.0
2026-03-01,telegram,91,65,1,107800.0
2026-03-01,google,82,56,0,119600.0
2026-03-01,facebook,69,44,0,96700.0
2026-03-01,referral,24,17,0,0.0
2026-03-01,organic,78,53,0,0.0
2026-03-02,instagram,128,87,1,123800.0
2026-03-02,telegram,59,38,1,76300.0
2026-03-02,google,55,37,1,46900.0
2026-03-02,facebook,32,19,0,66100.0
2026-03-02,referral,29,21,0,0.0
2026-03-02,organic,78,60,0,0.0
2026-03-03,instagram,118,73,0,211400.0
2026-03-03,telegram,80,56,1,139900.0
2026-03-03,google,101,59,0,171000.0
2026-03-03,facebook,44,33,0,77900.0
2026-03-03,referral,25,14,2,0.0
2026-03-03,organic,54,34,0,0.0
2026-03-04,instagram,122,93,2,183700.0
2026-03-04,telegram,86,58,0,94700.0
2026-03-04,google,72,48,0,99300.0
2026-03-04,facebook,42,30,0,71500.0
2026-03-04,referral,34,24,0,0.0
2026-03-04,organic,42,28,1,0.0
2026-03-05,instagram,166,112,2,306500.0
2026-03-05,telegram,91,54,0,134800.0
2026-03-05,google,42,24,0,61300.0
2026-03-05,facebook,32,21,0,52100.0
2026-03-05,referral,33,25,1,0.0
2026-03-05,organic,63,48,1,0.0
2026-03-06,instagram,100,74,1,195500.0
2026-03-06,telegram,89,69,1,130100.0
2026-03-06,google,82,53,0,73700.0
2026-03-06,facebook,50,34,1,41000.0
2026-03-06,referral,25,16,0,0.0
2026-03-06,organic,37,21,1,0.0
2026-03-07,instagram,169,120,1,315900.0
2026-03-07,telegram,80,49,1,175700.0
2026-03-07,google,63,40,0,53000.0
2026-03-07,facebook,39,29,0,76100.0
2026-03-07,referral,28,22,0,0.0
2026-03-07,organic,33,19,0,0.0
2026-03-08,instagram,119,71,1,105400.0
2026-03-08,telegram,52,38,0,41900.0
2026-03-08,google,62,48,0,62800.0
2026-03-08,facebook,41,27,0,82700.0
2026-03-08,referral,45,25,1,0.0
2026-03-08,organic,59,44,0,0.0
2026-03-09,instagram,123,87,0,183500.0
2026-03-09,telegram,74,57,1,82300.0
2026-03-09,google,76,55,0,84300.0
2026-03-09,facebook,24,13,0,27100.0
2026-03-09,referral,24,18,0,0.0
2026-03-09,organic,47,29,0,0.0
2026-03-10,instagram,207,148,1,185800.0
2026-03-10,telegram,91,59,1,111800.0
2026-03-10,google,72,52,0,127300.0
2026-03-10,facebook,55,40,1,85100.0
2026-03-10,referral,30,17,1,0.0
2026-03-10,organic,55,35,0,0.0
2026-03-11,instagram,113,77,1,151400.0
2026-03-11,telegram,79,57,0,137900.0
2026-03-11,google,69,52,0,126600.0
2026-03-11,facebook,39,29,0,49300.0
2026-03-11,referral,31,24,1,0.0
2026-03-11,organic,64,39,0,0.0
2026-03-12,instagram,114,74,1,216300.0
2026-03-12,telegram,93,55,0,82600.0
2026-03-12,google,51,29,1,106700.0
2026-03-12,facebook,37,28,0,50800.0
2026-03-12,referral,26,14,1,0.0
2026-03-12,organic,69,48,0,0.0
2026-03-13,instagram,65,51,1,52400.0
2026-03-13,telegram,94,66,0,140700.0
2026-03-13,google,80,63,3,85200.0
2026-03-13,facebook,29,16,1,25500.0
2026-03-13,referral,30,22,1,0.0
2026-03-13,organic,61,38,1,0.0
2026-03-14,instagram,149,89,2,239100.0
2026-03-14,telegram,90,51,2,93400.0
2026-03-14,google,25,17,1,33900.0
2026-03-14,facebook,35,20,1,49100.0
2026-03-14,referral,32,19,3,0.0
2026-03-14,organic,40,22,0,0.0
2026-03-15,instagram,143,92,2,125300.0
2026-03-15,telegram,93,61,0,132400.0
2026-03-15,google,74,49,0,99800.0
2026-03-15,facebook,35,19,0,30600.0
2026-03-15,referral,17,10,0,0.0
2026-03-15,organic,62,47,0,0.0
2026-03-16,instagram,82,45,1,95500.0
2026-03-16,telegram,90,66,1,120600.0
2026-03-16,google,90,70,1,196100.0
2026-03-16,facebook,44,30,0,78300.0
2026-03-16,referral,24,18,0,0.0
2026-03-16,organic,68,49,1,0.0
2026-03-17,instagram,112,76,4,183500.0
2026-03-17,telegram,70,48,1,96100.0
2026-03-17,google,54,42,0,68100.0
2026-03-17,facebook,49,34,1,69600.0
2026-03-17,referral,26,17,1,0.0
2026-03-17,organic,64,37,0,0.0
2026-03-18,instagram,137,87,1,111600.0
2026-03-18,telegram,115,67,1,108700.0
2026-03-18,google,75,59,0,129100.0
2026-03-18,facebook,28,19,1,46700.0
2026-03-18,referral,28,17,0,0.0
2026-03-18,organic,72,55,1,0.0
2026-03-19,instagram,100,66,1,199900.0
2026-03-19,telegram,90,55,0,103600.0
2026-03-19,google,75,46,0,63100.0
2026-03-19,facebook,38,28,0,77300.0
2026-03-19,referral,20,13,0,0.0
2026-03-19,organic,72,48,1,0.0
2026-03-20,instagram,166,101,1,275400.0
2026-03-20,telegram,97,76,1,101000.0
2026-03-20,google,78,49,1,85900.0
2026-03-20,facebook,25,17,0,32600.0
2026-03-20,referral,29,19,1,0.0
2026-03-20,organic,90,58,0,0.0
2026-03-21,instagram,160,113,1,310900.0
2026-03-21,telegram,92,64,0,164900.0
2026-03-21,google,26,17,1,33900.0
2026-03-21,facebook,59,39,0,71600.0
2026-03-21,referral,46,33,1,0.0
2026-03-21,organic,53,41,0,0.0
2026-03-22,instagram,172,120,0,268400.0
2026-03-22,telegram,83,52,0,110300.0
2026-03-22,google,36,25,0,68500.0
2026-03-22,facebook,39,21,0,72900.0
2026-03-22,referral,35,24,2,0.0
2026-03-22,organic,50,38,0,0.0
2026-03-23,instagram,98,60,4,120300.0
2026-03-23,telegram,58,45,1,86200.0
2026-03-23,google,68,43,0,92000.0
2026-03-23,facebook,39,21,0,38800.0
2026-03-23,referral,12,7,0,0.0
2026-03-23,organic,69,39,0,0.0
2026-03-24,instagram,134,85,1,283200.0
2026-03-24,telegram,94,67,0,92700.0
2026-03-24,google,87,67,0,146900.0
2026-03-24,facebook,54,34,1,86800.0
2026-03-24,referral,28,21,0,0.0
2026-03-24,organic,68,45,0,0.0
2026-03-25,instagram,132,93,1,251800.0
2026-03-25,telegram,95,75,0,110300.0
2026-03-25,google,115,83,1,241300.0
2026-03-25,facebook,49,32,0,96100.0
2026-03-25,referral,31,21,1,0.0
2026-03-25,organic,72,47,1,0.0
2026-03-26,instagram,166,118,1,288300.0
2026-03-26,telegram,77,53,1,98500.0
2026-03-26,google,80,45,0,80600.0
2026-03-26,facebook,44,32,0,91100.0
2026-03-26,referral,18,13,0,0.0
2026-03-26,organic,39,24,0,0.0
2026-03-27,instagram,98,78,1,130500.0
2026-03-27,telegram,88,54,1,95700.0
2026-03-27,google,70,39,0,126900.0
2026-03-27,facebook,46,33,0,92800.0
2026-03-27,referral,17,10,0,0.0
2026-03-27,organic,67,43,1,0.0
2026-03-28,instagram,128,77,2,143100.0
2026-03-28,telegram,38,29,0,64600.0
2026-03-28,google,58,41,0,56800.0
2026-03-28,facebook,39,23,0,67800.0
2026-03-28,referral,20,14,1,0.0
2026-03-28,organic,56,41,1,0.0
2026-03-29,instagram,146,102,2,239000.0
2026-03-29,telegram,84,56,1,147700.0
2026-03-29,google,59,42,0,59400.0
2026-03-29,facebook,29,18,0,57300.0
2026-03-29,referral,23,15,0,0.0
2026-03-29,organic,62,47,0,0.0
2026-03-30,instagram,189,108,2,362300.0
2026-03-30,telegram,101,70,4,104900.0
2026-03-30,google,84,48,1,132000.0
2026-03-30,facebook,45,35,1,62200.0
2026-03-30,referral,27,16,0,0.0
2026-03-30,organic,56,42,0,0.0
2026-03-31,instagram,137,97,2,253900.0
2026-03-31,telegram,71,55,0,102000.0
2026-03-31,google,94,68,0,112800.0
2026-03-31,facebook,54,42,0,46000.0
2026-03-31,referral,23,16,0,0.0
2026-03-31,organic,79,49,1,0.0
2026-04-01,instagram,163,111,1,346800.0
2026-04-01,telegram,67,40,0,61800.0
2026-04-01,google,79,55,0,85400.0
2026-04-01,facebook,50,36,2,84800.0
2026-04-01,referral,27,18,0,0.0
2026-04-01,organic,84,61,1,0.0
2026-04-02,instagram,130,102,1,260500.0
2026-04-02,telegram,119,81,0,158800.0
2026-04-02,google,39,26,0,42800.0
2026-04-02,facebook,59,44,0,79700.0
2026-04-02,referral,21,15,0,0.0
2026-04-02,organic,47,27,0,0.0
2026-04-03,instagram,154,117,0,129600.0
2026-04-03,telegram,98,61,0,179600.0
2026-04-03,google,66,47,0,120000.0
2026-04-03,facebook,53,42,0,72700.0
2026-04-03,referral,33,24,0,0.0
2026-04-03,organic,77,48,1,0.0
2026-04-04,instagram,116,91,0,202000.0
2026-04-04,telegram,81,64,0,102200.0
2026-04-04,google,81,56,0,89400.0
2026-04-04,facebook,50,30,1,89500.0
2026-04-04,referral,26,19,1,0.0
2026-04-04,organic,54,37,0,0.0
2026-04-05,instagram,131,85,0,211100.0
2026-04-05,telegram,105,70,0,124300.0
2026-04-05,google,63,43,1,76100.0
2026-04-05,facebook,61,37,1,86900.0
2026-04-05,referral,42,28,0,0.0
2026-04-05,organic,42,29,0,0.0
2026-04-06,instagram,99,76,1,150100.0
2026-04-06,telegram,76,52,1,100200.0
2026-04-06,google,53,31,0,114400.0
2026-04-06,facebook,66,38,0,91700.0
2026-04-06,referral,23,13,2,0.0
2026-04-06,organic,53,41,1,0.0
2026-04-07,instagram,144,82,0,240000.0
2026-04-07,telegram,101,71,0,216300.0
2026-04-07,google,82,49,0,92400.0
2026-04-07,facebook,50,29,0,68700.0
2026-04-07,referral,33,19,0,0.0
2026-04-07,organic,60,46,0,0.0
2026-04-08,instagram,132,100,1,237100.0
2026-04-08,telegram,62,42,0,59700.0
2026-04-08,google,99,74,0,160300.0
2026-04-08,facebook,44,31,0,95400.0
2026-04-08,referral,35,22,1,0.0
2026-04-08,organic,60,47,0,0.0
2026-04-09,instagram,138,97,1,207100.0
2026-04-09,telegram,103,78,2,184700.0
2026-04-09,google,67,52,0,68500.0
2026-04-09,facebook,45,29,0,44900.0
2026-04-09,referral,36,22,1,0.0
2026-04-09,organic,75,59,1,0.0
2026-04-10,instagram,109,71,1,132100.0
2026-04-10,telegram,145,86,0,141900.0
2026-04-10,google,67,39,0,134100.0
