attendance_id,student_id,group_id,date,status
A001293,S0169,G005,2026-07-27,present
A001294,S0189,G005,2026-07-27,present
A001295,S0210,G005,2026-07-27,present
A001296,S0282,G005,2026-07-27,present
A001297,S0069,G005,2026-07-29,present
A001298,S0095,G005,2026-07-29,present
A001299,S0128,G005,2026-07-29,present
A001300,S0169,G005,2026-07-29,present
A001301,S0189,G005,2026-07-29,late
A001302,S0210,G005,2026-07-29,present
A001303,S0282,G005,2026-07-29,present
A001304,S0069,G005,2026-07-31,present
A001305,S0095,G005,2026-07-31,absent
A001306,S0128,G005,2026-07-31,late
A001307,S0169,G005,2026-07-31,present
A001308,S0189,G005,2026-07-31,excused
A001309,S0210,G005,2026-07-31,present
A001310,S0282,G005,2026-07-31,absent
A001311,S0069,G005,2026-08-04,present
A001312,S0095,G005,2026-08-04,late
A001313,S0121,G005,2026-08-04,absent
A001314,S0128,G005,2026-08-04,present
A001315,S0169,G005,2026-08-04,present
A001316,S0189,G005,2026-08-04,present
A001317,S0210,G005,2026-08-04,present
A001318,S0282,G005,2026-08-04,present
A001319,S0069,G005,2026-08-06,present
A001320,S0095,G005,2026-08-06,present
A001321,S0121,G005,2026-08-06,present
A001322,S0128,G005,2026-08-06,present
A001323,S0169,G005,2026-08-06,absent
A001324,S0189,G005,2026-08-06,present
A001325,S0210,G005,2026-08-06,present
A001326,S0282,G005,2026-08-06,present
A001327,S0069,G005,2026-08-08,present
A001328,S0095,G005,2026-08-08,present
A001329,S0121,G005,2026-08-08,present
A001330,S0128,G005,2026-08-08,present
A001331,S0169,G005,2026-08-08,present
A001332,S0189,G005,2026-08-08,excused
A001333,S0210,G005,2026-08-08,present
A001334,S0282,G005,2026-08-08,present
A001335,S0069,G005,2026-08-10,late
A001336,S0095,G005,2026-08-10,late
A001337,S0121,G005,2026-08-10,present
A001338,S0128,G005,2026-08-10,present
A001339,S0169,G005,2026-08-10,present
A001340,S0189,G005,2026-08-10,present
A001341,S0210,G005,2026-08-10,present
A001342,S0282,G005,2026-08-10,present
A001343,S0069,G005,2026-08-12,present
A001344,S0095,G005,2026-08-12,present
A001345,S0121,G005,2026-08-12,absent
A001346,S0128,G005,2026-08-12,present
A001347,S0169,G005,2026-08-12,excused
A001348,S0189,G005,2026-08-12,present
A001349,S0210,G005,2026-08-12,excused
A001350,S0282,G005,2026-08-12,present
A001351,S0069,G005,2026-08-14,present
A001352,S0095,G005,2026-08-14,present
A001353,S0121,G005,2026-08-14,present
A001354,S0128,G005,2026-08-14,present
A001355,S0169,G005,2026-08-14,present
A001356,S0189,G005,2026-08-14,present
A001357,S0210,G005,2026-08-14,absent
A001358,S0282,G005,2026-08-14,present
A001359,S0021,G005,2026-08-18,present
A001360,S0069,G005,2026-08-18,late
A001361,S0095,G005,2026-08-18,present
A001362,S0108,G005,2026-08-18,present
A001363,S0121,G005,2026-08-18,present
A001364,S0128,G005,2026-08-18,present
A001365,S0165,G005,2026-08-18,present
A001366,S0169,G005,2026-08-18,present
A001367,S0189,G005,2026-08-18,late
A001368,S0210,G005,2026-08-18,present
A001369,S0282,G005,2026-08-18,present
A001370,S0021,G005,2026-08-20,present
A001371,S0069,G005,2026-08-20,late
A001372,S0095,G005,2026-08-20,present
A001373,S0108,G005,2026-08-20,present
A001374,S0121,G005,2026-08-20,present
A001375,S0128,G005,2026-08-20,present
A001376,S0165,G005,2026-08-20,present
A001377,S0169,G005,2026-08-20,present
A001378,S0189,G005,2026-08-20,present
A001379,S0210,G005,2026-08-20,present
A001380,S0282,G005,2026-08-20,present
A001381,S0021,G005,2026-08-22,present
A001382,S0069,G005,2026-08-22,present
A001383,S0095,G005,2026-08-22,excused
A001384,S0108,G005,2026-08-22,present
A001385,S0121,G005,2026-08-22,present
A001386,S0128,G005,2026-08-22,present
A001387,S0165,G005,2026-08-22,present
A001388,S0169,G005,2026-08-22,present
A001389,S0189,G005,2026-08-22,present
A001390,S0210,G005,2026-08-22,excused
A001391,S0282,G005,2026-08-22,present
A001392,S0021,G005,2026-08-24,present
A001393,S0069,G005,2026-08-24,present
A001394,S0095,G005,2026-08-24,present
A001395,S0108,G005,2026-08-24,present
A001396,S0121,G005,2026-08-24,absent
A001397,S0128,G005,2026-08-24,late
A001398,S0165,G005,2026-08-24,late
A001399,S0169,G005,2026-08-24,present
A001400,S0189,G005,2026-08-24,present
A001401,S0210,G005,2026-08-24,present
A001402,S0282,G005,2026-08-24,present
A001403,S0021,G005,2026-08-26,present
A001404,S0069,G005,2026-08-26,present
A001405,S0095,G005,2026-08-26,present
A001406,S0108,G005,2026-08-26,absent
A001407,S0121,G005,2026-08-26,absent
A001408,S0128,G005,2026-08-26,late
A001409,S0165,G005,2026-08-26,present
A001410,S0169,G005,2026-08-26,absent
A001411,S0189,G005,2026-08-26,present
A001412,S0210,G005,2026-08-26,present
A001413,S0282,G005,2026-08-26,present
A001414,S0021,G005,2026-08-28,present
A001415,S0069,G005,2026-08-28,present
A001416,S0095,G005,2026-08-28,absent
A001417,S0108,G005,2026-08-28,present
A001418,S0121,G005,2026-08-28,late
A001419,S0128,G005,2026-08-28,present
A001420,S0165,G005,2026-08-28,present
A001421,S0169,G005,2026-08-28,late
A001422,S0189,G005,2026-08-28,present
A001423,S0206,G005,2026-08-28,absent
A001424,S0210,G005,2026-08-28,present
A001425,S0282,G005,2026-08-28,present
A001426,S0277,G006,2026-06-16,present
A001427,S0277,G006,2026-06-18,present
A001428,S0277,G006,2026-06-20,present
A001429,S0277,G006,2026-06-22,present
A001430,S0277,G006,2026-06-24,present
A001431,S0045,G006,2026-06-26,present
A001432,S0277,G006,2026-06-26,excused
A001433,S0045,G006,2026-06-30,late
A001434,S0188,G006,2026-06-30,present
A001435,S0277,G006,2026-06-30,present
A001436,S0045,G006,2026-07-02,present
A001437,S0188,G006,2026-07-02,present
A001438,S0277,G006,2026-07-02,present
A001439,S0045,G006,2026-07-04,absent
A001440,S0188,G006,2026-07-04,present
A001441,S0277,G006,2026-07-04,present
A001442,S0007,G006,2026-07-06,present
A001443,S0045,G006,2026-07-06,late
A001444,S0188,G006,2026-07-06,present
A001445,S0223,G006,2026-07-06,present
A001446,S0277,G006,2026-07-06,present
A001447,S0007,G006,2026-07-08,present
A001448,S0045,G006,2026-07-08,present
A001449,S0188,G006,2026-07-08,present
A001450,S0223,G006,2026-07-08,present
A001451,S0277,G006,2026-07-08,present
A001452,S0007,G006,2026-07-10,excused
A001453,S0045,G006,2026-07-10,present
A001454,S0188,G006,2026-07-10,late
A001455,S0223,G006,2026-07-10,present
A001456,S0277,G006,2026-07-10,late
A001457,S0007,G006,2026-07-14,present
A001458,S0045,G006,2026-07-14,present
A001459,S0188,G006,2026-07-14,present
A001460,S0223,G006,2026-07-14,present
A001461,S0277,G006,2026-07-14,absent
A001462,S0007,G006,2026-07-16,present
A001463,S0045,G006,2026-07-16,present
A001464,S0188,G006,2026-07-16,present
A001465,S0223,G006,2026-07-16,present
A001466,S0277,G006,2026-07-16,present
A001467,S0007,G006,2026-07-18,late
A001468,S0045,G006,2026-07-18,present
A001469,S0188,G006,2026-07-18,absent
A001470,S0223,G006,2026-07-18,present
A001471,S0277,G006,2026-07-18,present
A001472,S0007,G006,2026-07-20,present
A001473,S0045,G006,2026-07-20,absent
A001474,S0188,G006,2026-07-20,present
A001475,S0223,G006,2026-07-20,present
A001476,S0277,G006,2026-07-20,present
A001477,S0007,G006,2026-07-22,present
A001478,S0045,G006,2026-07-22,present
A001479,S0188,G006,2026-07-22,present
A001480,S0223,G006,2026-07-22,present
A001481,S0277,G006,2026-07-22,present
A001482,S0007,G006,2026-07-24,present
A001483,S0045,G006,2026-07-24,present
A001484,S0188,G006,2026-07-24,present
A001485,S0223,G006,2026-07-24,present
A001486,S0277,G006,2026-07-24,present
A001487,S0007,G006,2026-07-28,present
A001488,S0045,G006,2026-07-28,present
A001489,S0188,G006,2026-07-28,present
A001490,S0223,G006,2026-07-28,present
A001491,S0277,G006,2026-07-28,present
A001492,S0007,G006,2026-07-30,present
A001493,S0045,G006,2026-07-30,present
A001494,S0188,G006,2026-07-30,late
A001495,S0223,G006,2026-07-30,excused
A001496,S0277,G006,2026-07-30,present
A001497,S0007,G006,2026-08-01,present
A001498,S0045,G006,2026-08-01,present
A001499,S0188,G006,2026-08-01,present
A001500,S0223,G006,2026-08-01,present
A001501,S0277,G006,2026-08-01,excused
A001502,S0007,G006,2026-08-03,present
A001503,S0045,G006,2026-08-03,present
A001504,S0188,G006,2026-08-03,present
A001505,S0223,G006,2026-08-03,present
A001506,S0277,G006,2026-08-03,present
A001507,S0007,G006,2026-08-05,late
A001508,S0045,G006,2026-08-05,present
A001509,S0188,G006,2026-08-05,present
A001510,S0223,G006,2026-08-05,present
A001511,S0277,G006,2026-08-05,present
A001512,S0007,G006,2026-08-07,present
A001513,S0045,G006,2026-08-07,present
A001514,S0188,G006,2026-08-07,absent
A001515,S0223,G006,2026-08-07,excused
A001516,S0277,G006,2026-08-07,present
A001517,S0007,G006,2026-08-11,absent
A001518,S0045,G006,2026-08-11,present
A001519,S0188,G006,2026-08-11,present
A001520,S0223,G006,2026-08-11,present
A001521,S0277,G006,2026-08-11,present
A001522,S0007,G006,2026-08-13,late
A001523,S0045,G006,2026-08-13,present
A001524,S0188,G006,2026-08-13,present
A001525,S0223,G006,2026-08-13,present
A001526,S0277,G006,2026-08-13,present
A001527,S0007,G006,2026-08-15,late
A001528,S0045,G006,2026-08-15,absent
A001529,S0188,G006,2026-08-15,present
A001530,S0223,G006,2026-08-15,present
A001531,S0277,G006,2026-08-15,present
A001532,S0007,G006,2026-08-17,excused
A001533,S0045,G006,2026-08-17,present
A001534,S0188,G006,2026-08-17,present
A001535,S0223,G006,2026-08-17,present
A001536,S0277,G006,2026-08-17,late
A001537,S0007,G006,2026-08-19,present
A001538,S0045,G006,2026-08-19,present
A001539,S0188,G006,2026-08-19,present
A001540,S0223,G006,2026-08-19,present
A001541,S0277,G006,2026-08-19,present
A001542,S0007,G006,2026-08-21,absent
A001543,S0045,G006,2026-08-21,present
A001544,S0188,G006,2026-08-21,late
A001545,S0223,G006,2026-08-21,present
A001546,S0277,G006,2026-08-21,late
A001547,S0007,G006,2026-08-25,present
A001548,S0045,G006,2026-08-25,present
A001549,S0188,G006,2026-08-25,present
A001550,S0223,G006,2026-08-25,absent
A001551,S0277,G006,2026-08-25,present
A001552,S0007,G006,2026-08-27,present
A001553,S0045,G006,2026-08-27,present
A001554,S0188,G006,2026-08-27,present
A001555,S0223,G006,2026-08-27,present
A001556,S0277,G006,2026-08-27,present
A001557,S0007,G006,2026-08-29,present
A001558,S0045,G006,2026-08-29,present
A001559,S0188,G006,2026-08-29,present
A001560,S0223,G006,2026-08-29,present
A001561,S0277,G006,2026-08-29,absent
A001562,S0007,G006,2026-08-31,present
A001563,S0045,G006,2026-08-31,present
A001564,S0101,G006,2026-08-31,present
A001565,S0188,G006,2026-08-31,absent
A001566,S0223,G006,2026-08-31,late
A001567,S0277,G006,2026-08-31,present
A001568,S0287,G007,2026-07-07,late
A001569,S0287,G007,2026-07-09,present
A001570,S0287,G007,2026-07-11,late
A001571,S0291,G007,2026-07-11,late
A001572,S0242,G007,2026-07-13,present
A001573,S0287,G007,2026-07-13,late
A001574,S0291,G007,2026-07-13,present
A001575,S0242,G007,2026-07-15,present
A001576,S0287,G007,2026-07-15,absent
A001577,S0291,G007,2026-07-15,present
A001578,S0242,G007,2026-07-17,present
A001579,S0287,G007,2026-07-17,present
A001580,S0291,G007,2026-07-17,present
A001581,S0224,G007,2026-07-21,present
A001582,S0242,G007,2026-07-21,absent
A001583,S0287,G007,2026-07-21,late
A001584,S0291,G007,2026-07-21,absent
A001585,S0224,G007,2026-07-23,present
A001586,S0242,G007,2026-07-23,late
A001587,S0287,G007,2026-07-23,present
A001588,S0291,G007,2026-07-23,present
A001589,S0224,G007,2026-07-25,present
A001590,S0242,G007,2026-07-25,present
A001591,S0287,G007,2026-07-25,present
A001592,S0291,G007,2026-07-25,present
A001593,S0224,G007,2026-07-27,excused
A001594,S0242,G007,2026-07-27,present
A001595,S0287,G007,2026-07-27,late
A001596,S0291,G007,2026-07-27,present
A001597,S0224,G007,2026-07-29,present
A001598,S0242,G007,2026-07-29,present
A001599,S0287,G007,2026-07-29,late
A001600,S0291,G007,2026-07-29,present
A001601,S0224,G007,2026-07-31,present
A001602,S0242,G007,2026-07-31,late
A001603,S0287,G007,2026-07-31,absent
A001604,S0291,G007,2026-07-31,absent
A001605,S0224,G007,2026-08-04,present
A001606,S0242,G007,2026-08-04,present
A001607,S0287,G007,2026-08-04,present
A001608,S0291,G007,2026-08-04,present
A001609,S0224,G007,2026-08-06,present
A001610,S0242,G007,2026-08-06,present
A001611,S0287,G007,2026-08-06,late
A001612,S0291,G007,2026-08-06,present
A001613,S0295,G007,2026-08-06,absent
A001614,S0224,G007,2026-08-08,present
A001615,S0242,G007,2026-08-08,present
A001616,S0287,G007,2026-08-08,present
A001617,S0291,G007,2026-08-08,present
A001618,S0295,G007,2026-08-08,present
A001619,S0224,G007,2026-08-10,late
A001620,S0242,G007,2026-08-10,present
A001621,S0267,G007,2026-08-10,present
A001622,S0284,G007,2026-08-10,present
A001623,S0287,G007,2026-08-10,present
A001624,S0291,G007,2026-08-10,present
A001625,S0295,G007,2026-08-10,present
A001626,S0224,G007,2026-08-12,present
A001627,S0242,G007,2026-08-12,absent
A001628,S0267,G007,2026-08-12,late
A001629,S0284,G007,2026-08-12,present
A001630,S0287,G007,2026-08-12,absent
A001631,S0291,G007,2026-08-12,present
A001632,S0295,G007,2026-08-12,present
A001633,S0224,G007,2026-08-14,present
A001634,S0242,G007,2026-08-14,present
A001635,S0267,G007,2026-08-14,excused
A001636,S0284,G007,2026-08-14,absent
A001637,S0287,G007,2026-08-14,late
A001638,S0291,G007,2026-08-14,present
A001639,S0295,G007,2026-08-14,present
A001640,S0224,G007,2026-08-18,present
A001641,S0242,G007,2026-08-18,present
A001642,S0267,G007,2026-08-18,absent
A001643,S0284,G007,2026-08-18,absent
A001644,S0287,G007,2026-08-18,late
A001645,S0291,G007,2026-08-18,late
A001646,S0295,G007,2026-08-18,present
A001647,S0224,G007,2026-08-20,late
A001648,S0242,G007,2026-08-20,late
A001649,S0267,G007,2026-08-20,present
A001650,S0284,G007,2026-08-20,present
A001651,S0287,G007,2026-08-20,present
A001652,S0291,G007,2026-08-20,present
A001653,S0295,G007,2026-08-20,present
A001654,S0224,G007,2026-08-22,late
A001655,S0242,G007,2026-08-22,excused
A001656,S0267,G007,2026-08-22,late
A001657,S0284,G007,2026-08-22,present
A001658,S0287,G007,2026-08-22,present
A001659,S0291,G007,2026-08-22,present
A001660,S0295,G007,2026-08-22,present
A001661,S0224,G007,2026-08-24,present
A001662,S0242,G007,2026-08-24,late
A001663,S0267,G007,2026-08-24,absent
A001664,S0272,G007,2026-08-24,absent
A001665,S0284,G007,2026-08-24,present
A001666,S0287,G007,2026-08-24,present
A001667,S0291,G007,2026-08-24,present
A001668,S0295,G007,2026-08-24,present
A001669,S0224,G007,2026-08-26,late
A001670,S0242,G007,2026-08-26,present
A001671,S0267,G007,2026-08-26,present
A001672,S0272,G007,2026-08-26,late
A001673,S0284,G007,2026-08-26,present
A001674,S0287,G007,2026-08-26,present
A001675,S0291,G007,2026-08-26,late
A001676,S0295,G007,2026-08-26,present
A001677,S0224,G007,2026-08-28,present
A001678,S0242,G007,2026-08-28,present
A001679,S0267,G007,2026-08-28,present
A001680,S0272,G007,2026-08-28,present
A001681,S0284,G007,2026-08-28,present
A001682,S0287,G007,2026-08-28,present
A001683,S0291,G007,2026-08-28,present
A001684,S0295,G007,2026-08-28,present
A001685,S0055,G008,2025-11-12,present
A001686,S0055,G008,2025-11-14,present
A001687,S0055,G008,2025-11-18,present
A001688,S0055,G008,2025-11-20,late
A001689,S0055,G008,2025-11-22,present
A001690,S0055,G008,2025-11-24,present
A001691,S0055,G008,2025-11-26,present
A001692,S0218,G008,2025-11-26,present
A001693,S0055,G008,2025-11-28,present
A001694,S0218,G008,2025-11-28,present
A001695,S0055,G008,2025-12-02,present
A001696,S0218,G008,2025-12-02,present
A001697,S0055,G008,2025-12-04,present
A001698,S0218,G008,2025-12-04,present
A001699,S0055,G008,2025-12-06,present
A001700,S0218,G008,2025-12-06,present
A001701,S0055,G008,2025-12-08,present
A001702,S0218,G008,2025-12-08,present
A001703,S0055,G008,2025-12-10,late
A001704,S0218,G008,2025-12-10,present
A001705,S0055,G008,2025-12-12,present
A001706,S0218,G008,2025-12-12,present
A001707,S0055,G008,2025-12-16,present
A001708,S0218,G008,2025-12-16,present
A001709,S0055,G008,2025-12-18,late
A001710,S0218,G008,2025-12-18,present
A001711,S0055,G008,2025-12-20,present
A001712,S0218,G008,2025-12-20,absent
A001713,S0055,G008,2025-12-22,present
A001714,S0218,G008,2025-12-22,present
A001715,S0055,G008,2025-12-24,late
A001716,S0218,G008,2025-12-24,present
A001717,S0055,G008,2025-12-26,present
A001718,S0218,G008,2025-12-26,late
A001719,S0055,G008,2025-12-30,present
A001720,S0218,G008,2025-12-30,absent
A001721,S0055,G008,2026-01-01,present
A001722,S0218,G008,2026-01-01,present
A001723,S0055,G008,2026-01-03,present
A001724,S0218,G008,2026-01-03,absent
A001725,S0055,G008,2026-01-05,present
A001726,S0218,G008,2026-01-05,present
A001727,S0055,G008,2026-01-07,present
A001728,S0218,G008,2026-01-07,present
A001729,S0055,G008,2026-01-09,present
A001730,S0218,G008,2026-01-09,late
A001731,S0055,G008,2026-01-13,present
A001732,S0218,G008,2026-01-13,present
A001733,S0055,G008,2026-01-15,present
A001734,S0218,G008,2026-01-15,present
A001735,S0055,G008,2026-01-17,present
A001736,S0218,G008,2026-01-17,present
A001737,S0055,G008,2026-01-19,late
A001738,S0218,G008,2026-01-19,present
A001739,S0055,G008,2026-01-21,present
A001740,S0218,G008,2026-01-21,present
A001741,S0055,G008,2026-01-23,present
A001742,S0218,G008,2026-01-23,absent
A001743,S0270,G008,2026-01-23,present
A001744,S0274,G008,2026-01-23,present
A001745,S0055,G008,2026-01-27,absent
A001746,S0218,G008,2026-01-27,present
A001747,S0270,G008,2026-01-27,present
A001748,S0274,G008,2026-01-27,present
A001749,S0055,G008,2026-01-29,present
A001750,S0218,G008,2026-01-29,present
A001751,S0270,G008,2026-01-29,present
A001752,S0274,G008,2026-01-29,late
A001753,S0055,G008,2026-01-31,present
A001754,S0062,G008,2026-01-31,present
A001755,S0218,G008,2026-01-31,present
A001756,S0270,G008,2026-01-31,present
A001757,S0274,G008,2026-01-31,present
A001758,S0055,G008,2026-02-02,present
A001759,S0062,G008,2026-02-02,present
A001760,S0218,G008,2026-02-02,present
A001761,S0270,G008,2026-02-02,present
A001762,S0274,G008,2026-02-02,present
A001763,S0055,G008,2026-02-04,present
A001764,S0062,G008,2026-02-04,present
A001765,S0088,G008,2026-02-04,present
A001766,S0218,G008,2026-02-04,absent
A001767,S0270,G008,2026-02-04,late
A001768,S0274,G008,2026-02-04,absent
A001769,S0055,G008,2026-02-06,absent
A001770,S0062,G008,2026-02-06,late
A001771,S0088,G008,2026-02-06,present
A001772,S0218,G008,2026-02-06,present
A001773,S0270,G008,2026-02-06,present
A001774,S0274,G008,2026-02-06,present
A001775,S0055,G008,2026-02-10,absent
A001776,S0062,G008,2026-02-10,present
A001777,S0088,G008,2026-02-10,present
A001778,S0218,G008,2026-02-10,present
A001779,S0270,G008,2026-02-10,present
A001780,S0274,G008,2026-02-10,present
A001781,S0055,G008,2026-02-12,present
A001782,S0062,G008,2026-02-12,present
A001783,S0088,G008,2026-02-12,present
A001784,S0218,G008,2026-02-12,present
A001785,S0270,G008,2026-02-12,present
A001786,S0274,G008,2026-02-12,present
A001787,S0055,G008,2026-02-14,excused
A001788,S0062,G008,2026-02-14,present
A001789,S0088,G008,2026-02-14,present
A001790,S0164,G008,2026-02-14,late
A001791,S0218,G008,2026-02-14,late
A001792,S0270,G008,2026-02-14,present
A001793,S0274,G008,2026-02-14,present
A001794,S0055,G008,2026-02-16,absent
A001795,S0062,G008,2026-02-16,present
A001796,S0088,G008,2026-02-16,absent
A001797,S0164,G008,2026-02-16,present
A001798,S0218,G008,2026-02-16,late
A001799,S0270,G008,2026-02-16,late
A001800,S0274,G008,2026-02-16,present
A001801,S0055,G008,2026-02-18,late
A001802,S0062,G008,2026-02-18,present
A001803,S0088,G008,2026-02-18,present
A001804,S0164,G008,2026-02-18,present
A001805,S0218,G008,2026-02-18,present
A001806,S0270,G008,2026-02-18,present
A001807,S0274,G008,2026-02-18,present
A001808,S0055,G008,2026-02-20,present
A001809,S0062,G008,2026-02-20,present
A001810,S0088,G008,2026-02-20,present
A001811,S0164,G008,2026-02-20,late
A001812,S0218,G008,2026-02-20,present
A001813,S0270,G008,2026-02-20,absent
A001814,S0274,G008,2026-02-20,present
A001815,S0055,G008,2026-02-24,present
A001816,S0062,G008,2026-02-24,late
A001817,S0088,G008,2026-02-24,present
A001818,S0164,G008,2026-02-24,present
A001819,S0218,G008,2026-02-24,late
A001820,S0270,G008,2026-02-24,present
A001821,S0274,G008,2026-02-24,present
A001822,S0055,G008,2026-02-26,present
A001823,S0062,G008,2026-02-26,present
A001824,S0088,G008,2026-02-26,present
A001825,S0164,G008,2026-02-26,absent
A001826,S0218,G008,2026-02-26,present
A001827,S0270,G008,2026-02-26,present
A001828,S0274,G008,2026-02-26,present
A001829,S0055,G008,2026-02-28,present
A001830,S0062,G008,2026-02-28,present
A001831,S0088,G008,2026-02-28,excused
A001832,S0164,G008,2026-02-28,present
A001833,S0218,G008,2026-02-28,present
A001834,S0270,G008,2026-02-28,present
A001835,S0274,G008,2026-02-28,absent
A001836,S0055,G008,2026-03-02,present
A001837,S0062,G008,2026-03-02,present
A001838,S0088,G008,2026-03-02,present
A001839,S0164,G008,2026-03-02,present
A001840,S0218,G008,2026-03-02,late
A001841,S0270,G008,2026-03-02,present
A001842,S0274,G008,2026-03-02,present
A001843,S0055,G008,2026-03-04,present
A001844,S0062,G008,2026-03-04,late
A001845,S0088,G008,2026-03-04,present
A001846,S0164,G008,2026-03-04,present
A001847,S0218,G008,2026-03-04,absent
A001848,S0270,G008,2026-03-04,late
A001849,S0274,G008,2026-03-04,present
A001850,S0055,G008,2026-03-06,present
A001851,S0062,G008,2026-03-06,present
A001852,S0088,G008,2026-03-06,late
A001853,S0093,G008,2026-03-06,present
A001854,S0164,G008,2026-03-06,present
A001855,S0218,G008,2026-03-06,present
A001856,S0270,G008,2026-03-06,absent
A001857,S0274,G008,2026-03-06,present
A001858,S0055,G008,2026-03-10,present
A001859,S0062,G008,2026-03-10,absent
A001860,S0088,G008,2026-03-10,present
A001861,S0093,G008,2026-03-10,present
A001862,S0164,G008,2026-03-10,present
A001863,S0218,G008,2026-03-10,late
A001864,S0270,G008,2026-03-10,present
A001865,S0274,G008,2026-03-10,present
A001866,S0055,G008,2026-03-12,late
A001867,S0062,G008,2026-03-12,absent
A001868,S0088,G008,2026-03-12,present
A001869,S0093,G008,2026-03-12,present
A001870,S0164,G008,2026-03-12,present
A001871,S0218,G008,2026-03-12,present
A001872,S0270,G008,2026-03-12,present
A001873,S0274,G008,2026-03-12,late
A001874,S0055,G008,2026-03-14,present
A001875,S0062,G008,2026-03-14,present
A001876,S0088,G008,2026-03-14,present
A001877,S0093,G008,2026-03-14,late
A001878,S0164,G008,2026-03-14,present
A001879,S0218,G008,2026-03-14,present
A001880,S0270,G008,2026-03-14,present
A001881,S0274,G008,2026-03-14,excused
A001882,S0055,G008,2026-03-16,present
A001883,S0062,G008,2026-03-16,present
A001884,S0088,G008,2026-03-16,late
A001885,S0093,G008,2026-03-16,present
A001886,S0164,G008,2026-03-16,present
A001887,S0218,G008,2026-03-16,present
A001888,S0270,G008,2026-03-16,present
A001889,S0274,G008,2026-03-16,present
A001890,S0055,G008,2026-03-18,present
A001891,S0062,G008,2026-03-18,present
A001892,S0088,G008,2026-03-18,late
A001893,S0093,G008,2026-03-18,present
A001894,S0164,G008,2026-03-18,present
A001895,S0218,G008,2026-03-18,present
A001896,S0270,G008,2026-03-18,present
A001897,S0274,G008,2026-03-18,excused
A001898,S0055,G008,2026-03-20,present
A001899,S0062,G008,2026-03-20,present
A001900,S0088,G008,2026-03-20,present
A001901,S0093,G008,2026-03-20,present
A001902,S0164,G008,2026-03-20,present
A001903,S0218,G008,2026-03-20,present
A001904,S0270,G008,2026-03-20,late
A001905,S0274,G008,2026-03-20,present
A001906,S0055,G008,2026-03-24,present
A001907,S0062,G008,2026-03-24,present
A001908,S0088,G008,2026-03-24,absent
A001909,S0093,G008,2026-03-24,present
A001910,S0164,G008,2026-03-24,present
A001911,S0218,G008,2026-03-24,absent
A001912,S0270,G008,2026-03-24,absent
A001913,S0274,G008,2026-03-24,present
A001914,S0055,G008,2026-03-26,present
A001915,S0062,G008,2026-03-26,present
A001916,S0088,G008,2026-03-26,present
A001917,S0093,G008,2026-03-26,present
A001918,S0164,G008,2026-03-26,present
A001919,S0218,G008,2026-03-26,present
A001920,S0270,G008,2026-03-26,present
A001921,S0274,G008,2026-03-26,absent
A001922,S0055,G008,2026-03-28,late
A001923,S0062,G008,2026-03-28,present
A001924,S0088,G008,2026-03-28,present
A001925,S0093,G008,2026-03-28,excused
A001926,S0164,G008,2026-03-28,present
A001927,S0218,G008,2026-03-28,present
A001928,S0270,G008,2026-03-28,present
A001929,S0274,G008,2026-03-28,present
A001930,S0055,G008,2026-03-30,present
A001931,S0062,G008,2026-03-30,present
A001932,S0088,G008,2026-03-30,present
A001933,S0093,G008,2026-03-30,present
A001934,S0164,G008,2026-03-30,absent
A001935,S0218,G008,2026-03-30,present
A001936,S0270,G008,2026-03-30,present
A001937,S0274,G008,2026-03-30,late
A001938,S0055,G008,2026-04-01,present
A001939,S0062,G008,2026-04-01,present
A001940,S0088,G008,2026-04-01,present
A001941,S0093,G008,2026-04-01,present
A001942,S0137,G008,2026-04-01,present
A001943,S0164,G008,2026-04-01,late
A001944,S0218,G008,2026-04-01,present
A001945,S0270,G008,2026-04-01,present
A001946,S0274,G008,2026-04-01,late
A001947,S0055,G008,2026-04-03,present
A001948,S0062,G008,2026-04-03,absent
A001949,S0088,G008,2026-04-03,present
A001950,S0093,G008,2026-04-03,present
A001951,S0137,G008,2026-04-03,present
A001952,S0164,G008,2026-04-03,present
A001953,S0218,G008,2026-04-03,absent
A001954,S0270,G008,2026-04-03,present
A001955,S0274,G008,2026-04-03,present
A001956,S0055,G008,2026-04-07,absent
A001957,S0062,G008,2026-04-07,present
A001958,S0088,G008,2026-04-07,late
A001959,S0093,G008,2026-04-07,present
A001960,S0137,G008,2026-04-07,present
A001961,S0164,G008,2026-04-07,present
A001962,S0218,G008,2026-04-07,present
A001963,S0270,G008,2026-04-07,present
A001964,S0274,G008,2026-04-07,present
A001965,S0055,G008,2026-04-09,present
A001966,S0062,G008,2026-04-09,late
A001967,S0088,G008,2026-04-09,present
A001968,S0093,G008,2026-04-09,present
A001969,S0137,G008,2026-04-09,excused
A001970,S0164,G008,2026-04-09,present
A001971,S0218,G008,2026-04-09,absent
A001972,S0270,G008,2026-04-09,present
A001973,S0274,G008,2026-04-09,present
A001974,S0055,G008,2026-04-11,present
A001975,S0062,G008,2026-04-11,present
A001976,S0088,G008,2026-04-11,present
A001977,S0093,G008,2026-04-11,present
A001978,S0137,G008,2026-04-11,present
A001979,S0164,G008,2026-04-11,present
A001980,S0218,G008,2026-04-11,present
A001981,S0270,G008,2026-04-11,present
A001982,S0274,G008,2026-04-11,present
A001983,S0055,G008,2026-04-13,absent
A001984,S0062,G008,2026-04-13,late
A001985,S0088,G008,2026-04-13,absent
A001986,S0093,G008,2026-04-13,present
